time_ns,state,state_bits,next_state,next_state_bits,zero,busy,write,set_busy,clr_busy,ld_cnt,cnt_en,addr_sel,zero_we,mem_we,cnt_eq,counter,addr,addrm,dina_high,dcnt_low,din,dinm,dout
6895,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,224,0x00,0xE0,0xFF,0x00,0x77,0x00,0x00
6905,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,225,0x00,0xE1,0xFF,0x00,0x77,0x00,0x00
6915,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,226,0x00,0xE2,0xFF,0x00,0x77,0x00,0x00
6925,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,227,0x00,0xE3,0xFF,0x00,0x77,0x00,0x00
6935,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,228,0x00,0xE4,0xFF,0x00,0x77,0x00,0x00
6945,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,229,0x00,0xE5,0xFF,0x00,0x77,0x00,0x00
6955,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,230,0x00,0xE6,0xFF,0x00,0x77,0x00,0x00
6965,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,231,0x00,0xE7,0xFF,0x00,0x77,0x00,0x00
6975,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,232,0x00,0xE8,0xFF,0x00,0x77,0x00,0x00
6985,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,233,0x00,0xE9,0xFF,0x00,0x77,0x00,0x00
6995,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,234,0x00,0xEA,0xFF,0x00,0x77,0x00,0x00
7005,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,235,0x00,0xEB,0xFF,0x00,0x77,0x00,0x00
7015,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,236,0x00,0xEC,0xFF,0x00,0x77,0x00,0x00
7025,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,237,0x00,0xED,0xFF,0x00,0x77,0x00,0x00
7035,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,238,0x00,0xEE,0xFF,0x00,0x77,0x00,0x00
7045,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,239,0x00,0xEF,0xFF,0x00,0x77,0x00,0x00
7055,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,240,0x00,0xF0,0xFF,0x00,0x77,0x00,0x00
7065,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,241,0x00,0xF1,0xFF,0x00,0x77,0x00,0x00
7075,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,242,0x00,0xF2,0xFF,0x00,0x77,0x00,0x00
7085,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,243,0x00,0xF3,0xFF,0x00,0x77,0x00,0x00
7095,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,244,0x00,0xF4,0xFF,0x00,0x77,0x00,0x00
7105,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,245,0x00,0xF5,0xFF,0x00,0x77,0x00,0x00
7115,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,246,0x00,0xF6,0xFF,0x00,0x77,0x00,0x00
7125,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,247,0x00,0xF7,0xFF,0x00,0x77,0x00,0x00
7135,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,248,0x00,0xF8,0xFF,0x00,0x77,0x00,0x00
7145,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,249,0x00,0xF9,0xFF,0x00,0x77,0x00,0x00
7155,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,250,0x00,0xFA,0xFF,0x00,0x77,0x00,0x00
7165,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,251,0x00,0xFB,0xFF,0x00,0x77,0x00,0x00
7175,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,252,0x00,0xFC,0xFF,0x00,0x77,0x00,0x00
7185,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,253,0x00,0xFD,0xFF,0x00,0x77,0x00,0x00
7195,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,254,0x00,0xFE,0xFF,0x00,0x77,0x00,0x00
7205,Write,10,Init,00,0,1,0,1,0,0,1,1,1,1,1,255,0x00,0xFF,0xFF,0x00,0x77,0x00,0x00
7215,Init,00,Init,00,0,1,0,0,1,0,0,0,0,0,0,0,0x00,0x00,0xFF,0x00,0x77,0x77,0x00
7225,Init,00,Init,00,0,0,0,0,1,0,0,0,0,0,0,0,0x00,0x00,0xFF,0x00,0x77,0x77,0x00
7235,Init,00,Init,00,0,0,0,0,1,0,0,0,0,0,0,0,0xFF,0xFF,0xFF,0x00,0x77,0x77,0x00
7245,Init,00,Init,00,0,0,0,0,1,0,0,0,0,0,0,0,0x00,0x00,0xFF,0x00,0x77,0x77,0x00
7255,Load,01,Write,10,0,1,0,1,0,1,0,0,0,0,0,0,0x00,0x00,0xFF,0x00,0x77,0x77,0x00
7265,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,0,0xAA,0x00,0xFF,0x00,0xBB,0x00,0x00
7275,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,1,0xAA,0x01,0xFF,0x00,0xBB,0x00,0x00
7285,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,2,0xAA,0x02,0xFF,0x00,0xBB,0x00,0x00
7295,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,3,0xAA,0x03,0xFF,0x00,0xBB,0x00,0x00
7305,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,4,0xAA,0x04,0xFF,0x00,0xBB,0x00,0x00
7315,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,5,0xAA,0x05,0xFF,0x00,0xBB,0x00,0x00
7325,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,6,0xAA,0x06,0xFF,0x00,0xBB,0x00,0x00
7335,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,7,0xAA,0x07,0xFF,0x00,0xBB,0x00,0x00
7345,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,8,0xAA,0x08,0xFF,0x00,0xBB,0x00,0x00
7355,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,9,0xAA,0x09,0xFF,0x00,0xBB,0x00,0x00
7365,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,10,0xAA,0x0A,0xFF,0x00,0xBB,0x00,0x00
7375,Write,10,Write,10,0,1,0,1,0,0,1,1,1,1,0,10,0xAA,0x0A,0xFF,0x00,0xBB,0x00,0x00
